source,target,weight,annee,mois,commentaire
LA ROCHELLE VILLE,PARIS MONTPARNASSE,91.6,2017,2,"Ce mois-ci, l'OD a été touché par les incidents suivants:
Le 04 : réduction de vitesse en Aquitaine Poitou-Charentes suite à Tempête (53 TGV ; 3644’)
Le 10 : difficultés dans la préparation des rames au Technicentre (35 TGV ; 559’)
Du 10 au 16 : risque de chute du remblai à Parcoul Médillac (151 TGV ; 1249’)
Le 13 : accident de personne à Poitiers (31 TGV ; 1790’)
Le 13 : risque d’effondrement de la marquise de Libourne (22 TGV ; 1151’)
Le 18 : incident caténaire à Massy TGV (76 TGV ; 4447’)
Le 28 : dérangement d’aiguillage à Paris Montparnasse (25 TGV ; 445’)"
LILLE,LYON PART DIEU,90.5,2017,2,
MARSEILLE ST CHARLES,LILLE,82.5,2017,2,
MONTPELLIER,LYON PART DIEU,77.3,2017,2,heurt dune personne à Claveyson + présence de personnes dans les voies à Valence-TGV + heurt d'une voiture par le TER 876611 à Baillargues
MULHOUSE VILLE,PARIS LYON,91.3,2017,2,
NANCY,PARIS EST,94.3,2017,2,
PARIS EST,REIMS,93.5,2017,2,
PARIS EST,STRASBOURG,96.0,2017,2,
PARIS LYON,MARSEILLE ST CHARLES,91.2,2017,2,
PARIS LYON,NIMES,89.2,2017,2,
PARIS MONTPARNASSE,NANTES,87.8,2017,2,
PARIS MONTPARNASSE,RENNES,93.8,2017,2,
PARIS MONTPARNASSE,TOULOUSE MATABIAU,89.5,2017,2,"Ce mois-ci, l'OD a été touché par les incidents suivants:
Le 04 : réduction de vitesse en Aquitaine Poitou-Charentes suite à Tempête (53 TGV ; 3644’)
Le 10 : difficultés dans la préparation des rames au Technicentre (35 TGV ; 559’)
Du 10 au 16 : risque de chute du remblai à Parcoul Médillac (151 TGV ; 1249’)
Le 13 : accident de personne à Poitiers (31 TGV ; 1790’)
Le 13 : risque d’effondrement de la marquise de Libourne (22 TGV ; 1151’)
Le 18 : incident caténaire à Massy TGV (76 TGV ; 4447’)
Le 28 : dérangement d’aiguillage à Paris Montparnasse (25 TGV ; 445’)"
PARIS NORD,DUNKERQUE,92.8,2017,2,
PARIS NORD,ARRAS,91.8,2017,2,
RENNES,LYON PART DIEU,87.3,2017,2,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,94.7,2017,2,
ST MALO,PARIS MONTPARNASSE,93.9,2017,2,
TOURS,PARIS MONTPARNASSE,89.4,2017,2,
VALENCE ALIXAN TGV,PARIS LYON,85.4,2017,2,
REIMS,PARIS EST,93.5,2017,3,Dérangement des installations aux abords de Reims (03/03)                           Dérangement de signalisation à Bazancourt (14/03)                                            Absence d'alimentation sur la zone PE provoqué par un Transilien (15/03)  Csq demande de secours sur LGV à proximité de beuvardes (20/03)            Dérangements multiples poste Vaires P5 (23/03)                                                        Avarie matériel lors de l'accroche à Reims (30/03)                                                    Espacement en région parisienne (31/03)
PARIS LYON,AVIGNON TGV,92.5,2017,3,
AVIGNON TGV,PARIS LYON,88.7,2017,3,
PARIS LYON,BESANCON FRANCHE COMTE TGV,92.8,2017,3,
CHAMBERY CHALLES LES EAUX,PARIS LYON,80.7,2017,3,
DIJON VILLE,PARIS LYON,88.2,2017,3,
PARIS LYON,LYON PART DIEU,96.6,2017,3,
PARIS LYON,NICE VILLE,86.5,2017,3,
PARIS LYON,NIMES,85.7,2017,3,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,91.3,2017,3,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.0,2017,3,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,91.1,2017,3,"Ce mois-ci, l 'OD a été touchée par:
Le 6 : Tempête Zeus sur tout l’Ouest de la France (150 TGV ; 8791’)
Le 6 : Dérangement de signalisation à la sortie de Paris (13 TGV ; 199’)
Le 7 : Incident caténaire à Rouvray sur la ligne grande vitesse (28 TGV ; 1369’)
Le 8 : Arrachement caténaire au niveau de Massy TGV (57 TGV ; 3343’)
Le 14 : Heurt de matériel de chantier à la Grave d’Ambarès (17 TGV ; 525’)
Le 26 : Colis suspect à Massy TGV (16 TGV ; 650’)
Le 27 : Colis suspect à Cenon (10 TGV ; 400’)"
PARIS MONTPARNASSE,LAVAL,94.1,2017,3,
PARIS MONTPARNASSE,NANTES,86.3,2017,3,"Ce mois-ci, l 'OD a été touchée par:
Le 3 : Accident de personne à la sortie de la gare de Nantes (20 TGV ; 861’)
Le 6 : Tempête Zeus sur tout l’Ouest de la France (150 TGV ; 8791’)
Le 6 : Dérangement de signalisation à la sortie de Paris (13 TGV ; 199’)
Le 7 : Incident caténaire à Rouvray sur la ligne grande vitesse (28 TGV ; 1369’)
Le 8 : Arrachement caténaire au niveau de Massy TGV (57 TGV ; 3343’)
Le 26 : Colis suspect à Massy TGV (16 TGV ; 650’)"
PARIS MONTPARNASSE,QUIMPER,92.7,2017,3,"Ce mois-ci, l 'OD a été touchée par:
Le 6 : Tempête Zeus sur tout l’Ouest de la France (150 TGV ; 8791’)
Le 6 : Dérangement de signalisation à la sortie de Paris (13 TGV ; 199’)
Le 7 : Incident caténaire à Rouvray sur la ligne grande vitesse (28 TGV ; 1369’)
Le 8 : Arrachement caténaire au niveau de Massy TGV (57 TGV ; 3343’)
Le 26 : Colis suspect à Massy TGV (16 TGV ; 650’)
Le 27 : Avarie matérielle sur un train de marchandise à Laval (25 TGV ; 1107’)"
PARIS MONTPARNASSE,ST MALO,93.1,2017,3,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,87.1,2017,3,
VANNES,PARIS MONTPARNASSE,92.5,2017,3,"Ce mois-ci, l 'OD a été touchée par:
Le 6 : Tempête Zeus sur tout l’Ouest de la France (150 TGV ; 8791’)
Le 6 : Dérangement de signalisation à la sortie de Paris (13 TGV ; 199’)
Le 7 : Incident caténaire à Rouvray sur la ligne grande vitesse (28 TGV ; 1369’)
Le 8 : Arrachement caténaire au niveau de Massy TGV (57 TGV ; 3343’)
Le 26 : Colis suspect à Massy TGV (16 TGV ; 650’)
Le 27 : Avarie matérielle sur un train de marchandise à Laval (25 TGV ; 1107’)"
PARIS NORD,DOUAI,85.5,2017,3,
DUNKERQUE,PARIS NORD,87.9,2017,3,
LYON PART DIEU,MONTPELLIER,83.2,2017,3,
REIMS,PARIS EST,88.5,2017,4,24/4 colis suspects à Marne et Roissy
AIX EN PROVENCE TGV,PARIS LYON,86.4,2017,4,
BESANCON FRANCHE COMTE TGV,PARIS LYON,89.8,2017,4,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,79.6,2017,4,
PARIS LYON,MARSEILLE ST CHARLES,85.3,2017,4,
PARIS LYON,CHAMBERY CHALLES LES EAUX,72.9,2012,10,Des travaux vers Mâcon ont d'abord retardé de quelques minutes les TGV. Ces retards ont ensuite généré des difficultés de circulation sur la voie unique située avant l'arrivée à Chambéry.
LA ROCHELLE VILLE,PARIS MONTPARNASSE,87.9,2012,10,
PARIS LYON,BESANCON FRANCHE COMTE TGV,94.7,2012,9,
PARIS LYON,AIX EN PROVENCE TGV,83.6,2012,10,
PARIS LYON,VALENCE ALIXAN TGV,91.1,2012,9,
PARIS MONTPARNASSE,LE MANS,90.5,2012,10,
AVIGNON TGV,PARIS LYON,88.8,2012,9,
PARIS LYON,AVIGNON TGV,93.1,2012,9,
STRASBOURG,NANTES,82.5,2012,11,Régularité des trains fortement perturbée par la réduction de la vitesse des TGV en aval d'Angers suite à l'affaisement de la voie causée par des intempéries.
LYON PART DIEU,MONTPELLIER,77.3,2012,11,Fragilité de cette liaison liée à la longueur du parcours des trains assurant cette desserte.
TOULOUSE MATABIAU,PARIS MONTPARNASSE,80.6,2012,10,
AIX EN PROVENCE TGV,PARIS LYON,83.5,2012,11,
PARIS MONTPARNASSE,NANTES,91.4,2012,11,
PARIS MONTPARNASSE,TOURS,90.5,2012,10,
LYON PART DIEU,RENNES,90.0,2012,11,
TOULON,PARIS LYON,87.7,2012,10,
PARIS LYON,ANNECY,88.4,2012,11,
NANTES,STRASBOURG,87.7,2012,11,
PARIS LYON,MARSEILLE ST CHARLES,91.6,2012,12,
ANGOULEME,PARIS MONTPARNASSE,90.1,2012,12,
MONTPELLIER,LYON PART DIEU,80.9,2012,12,
PARIS LYON,MONTPELLIER,89.3,2012,12,
PARIS EST,METZ,86.3,2012,12,
METZ,PARIS EST,85.2,2012,12,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,90.2,2014,4,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,91.5,2014,4,
PARIS MONTPARNASSE,POITIERS,98.2,2014,4,
NANTES,PARIS MONTPARNASSE,96.1,2014,4,
PARIS MONTPARNASSE,TOURS,95.2,2014,4,
PARIS LYON,ANNECY,93.5,2014,4,
PARIS EST,STRASBOURG,94.7,2014,4,
STRASBOURG,PARIS EST,92.2,2014,4,
PARIS EST,REIMS,95.2,2014,4,
PARIS EST,NANCY,96.8,2014,4,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,89.5,2014,7,
PARIS MONTPARNASSE,RENNES,91.6,2014,7,
MONTPELLIER,LYON PART DIEU,80.5,2014,7,
PARIS LYON,LYON PART DIEU,96.1,2014,7,
LYON PART DIEU,RENNES,93.5,2014,7,
PARIS LYON,PERPIGNAN,88.7,2014,7,
NANCY,PARIS EST,93.3,2014,7,
REIMS,PARIS EST,93.3,2014,7,
MARSEILLE ST CHARLES,LILLE,71.4,2014,9,"Accidents de personne à Toulon le 1er et Roeux le 16, tentative de suicide à Avignon le 8, heurts d'animal à Haute Picardie le 3 et à Piolenc le 29, dérangement des installations à Nimes le 21, Croisilles le 22, Marne le 25 et Roeux le 26, violents orages à Piolenc le 15 et Toulon le 19, défaillance matériel à Macon le 23, incendie en gare de Manduel le 21, défaut d'alimentation à Nimes le 25 et Lyon le 26, très importantes innondations sur Montpellier les 29 et 30."
PARIS LYON,PERPIGNAN,88.7,2014,9,"Les intempéries sur les départements du Gard et de l'Hérault, ainsi que plusieurs incidents liés à la présence de personnes ou d'animaux sur les voies, ont fortement perturbé la régularité des TGV sur cette liaison en septembre."
NIMES,PARIS LYON,75.8,2014,9,"Les intempéries sur les départements du Gard et de l'Hérault, ainsi que plusieurs incidents liés à la présence de personnes ou d'animaux sur les voies, ont fortement perturbé la régularité des TGV sur cette liaison en septembre."
PARIS MONTPARNASSE,TOULOUSE MATABIAU,91.5,2014,9,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,93.5,2014,9,
PARIS MONTPARNASSE,POITIERS,95.2,2014,9,
PARIS LYON,LYON PART DIEU,97.7,2014,9,
PARIS LYON,ANNECY,96.8,2014,9,
PARIS EST,REIMS,96.1,2014,9,
METZ,PARIS EST,95.8,2014,9,
MARSEILLE ST CHARLES,LILLE,71.0,2014,10,"Les principaux évènements survenus au mois d'octobre sont :
Accidents de personne à Lunel le 23
Découverte d'un corps à Arsy le 20
Trois heurts d'animal : à Vaux en Pré le 09, Solers le 10 et Grenay le 12
Plusieurs dérangement des installations : à Marolles le 01, Lyon les 01 et 10, à valence le 17, à Vennissieux et Grenay le 23 et Lyon le 24
Des colis suspects à Lyon le 03 et Marseille les 20 et 28 
Défaillance matériel à Vennissieux le 09
Défaut d'alimentation à Flamengries le 24
Feu de talus à Lyon le 06"
PARIS LYON,TOULON,86.9,2014,10,"En octobre, la régularité de cette relation a été affectée par plusieurs accidents de personne et heurts d'animaux sur lignes à grande vitesse et par les intempéries en région PACA (inondations)"
PARIS MONTPARNASSE,BORDEAUX ST JEAN,92.3,2014,10,
PARIS LYON,CHAMBERY CHALLES LES EAUX,88.2,2014,10,
PARIS LYON,MULHOUSE VILLE,91.7,2014,10,
MONTPELLIER,PARIS LYON,71.6,2014,10,
NANTES,STRASBOURG,90.5,2014,10,
PARIS EST,REIMS,97.2,2014,10,
METZ,PARIS EST,91.5,2014,10,
PARIS EST,METZ,93.1,2014,10,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,90.0,2014,9,"Le 8, le dysfonctionnement d'un passage à niveau a entrainé le retard du TGV 8516 de 80 minutes à son terminus. Le 17, un accident de personne en gare de Tonneins (47) retarde le TGV 8500. Le 19, des difficultés de circulation près de Monts retardent les TGV 8516 et 8510 respectivement de 33 et 39 minutes."
ANGOULEME,PARIS MONTPARNASSE,89.1,2014,10,
QUIMPER,PARIS MONTPARNASSE,91.1,2014,9,
BELLEGARDE (AIN),PARIS LYON,83.3,2014,10,
VANNES,PARIS MONTPARNASSE,90.5,2014,9,
BREST,PARIS MONTPARNASSE,96.7,2014,10,
PARIS MONTPARNASSE,TOURS,92.4,2014,9,
MACON LOCHE,PARIS LYON,85.6,2014,10,
STRASBOURG,PARIS EST,91.2,2014,9,
ARRAS,PARIS NORD,86.5,2014,10,
LYON PART DIEU,MARSEILLE ST CHARLES,80.4,2014,11,
PARIS LYON,MARSEILLE ST CHARLES,93.8,2014,11,
PARIS LYON,VALENCE ALIXAN TGV,92.4,2014,11,
LE MANS,PARIS MONTPARNASSE,85.8,2014,11,
PARIS MONTPARNASSE,QUIMPER,94.0,2014,11,
LYON PART DIEU,MONTPELLIER,80.9,2014,11,
PARIS LYON,PERPIGNAN,80.1,2014,11,
LILLE,LYON PART DIEU,93.3,2014,11,
LILLE,PARIS NORD,87.5,2014,11,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,100.0,2014,11,
NIMES,PARIS LYON,81.0,2014,12,Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
PARIS LYON,AIX EN PROVENCE TGV,93.4,2014,12,
PARIS LYON,MULHOUSE VILLE,95.2,2014,12,
PARIS LYON,LYON PART DIEU,97.1,2014,12,
PARIS LYON,AVIGNON TGV,93.4,2014,12,
STRASBOURG,PARIS EST,88.4,2014,12,
LYON PART DIEU,RENNES,87.1,2014,12,"Cette ligne a été touché par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier le 22/12 sur la Ligne à Grande Vitesse près de St Arnoult (30 TGV retardés de 11min à 1h18).
Des dérangements des installations ont également entraîné de retards : à Valenton (en région parisienne) notamment les 18, 19 & 21/12 avec près d'une quinzaine de trains retardés par jour & sur la ligne à Grande Vitesse Sud Est également le 3/12 (21 TGV). Un incident électrique dans la région lyonnaise le 11/12 retarde 32 TGV & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV retardés de 12' à 1h15)."
MARSEILLE ST CHARLES,LILLE,70.2,2014,12,"Les principaux évènements survenus au mois de décembre sont :
Importantes chutes de neige dans le sud est le 27
Accident de personne à Lunel le 11
Heurts d'animaux : Vic Mireval le 04, Cesseins le 08, La palud le 12 et à Lacour le 30
Un dérangement des installations à Chevry le 03, 
Plusieurs colis suspects dont essentiellement à Marne la Vallée et Lyon le 27 
Des défauts d'alimentation à St Cézaire le 09 et Lyon Part Dieu le 11
Une aggression sur Grenoble le 16 occasionnant des droits de retrait sur plusieurs jours"
MONTPELLIER,LYON PART DIEU,79.6,2014,12,Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
BREST,PARIS MONTPARNASSE,92.2,2014,12,
LYON PART DIEU,PARIS LYON,96.1,2014,12,
NICE VILLE,PARIS LYON,89.3,2014,12,
GRENOBLE,PARIS LYON,88.0,2014,12,
LILLE,LYON PART DIEU,91.2,2014,12,
NANTES,STRASBOURG,93.0,2014,12,
LILLE,PARIS NORD,89.0,2014,12,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,86.0,2014,10,L'OD a été touchée par plusieurs dérangements d'installations dont un rail cassé à Poitiers le 29 (23 TGV touchés) et un défaut l'alimentation ERDF vers Châtellerault le 7 (11 TGV). Elle a également été impactée par des problèmes matériels sur un train FRET au nord de Bordeaux le 3 (20 TGV) et sur un TER vers Châtellerault le 20 (8 TGV). Par ailleurs l'OD a subi quelques événements extérieurs dont un accident de personne à Poitiers le 21 (23 TGV) et un autre à Castelsarrasin le 7 (8TGV).
PERPIGNAN,PARIS LYON,86.6,2014,10,Plusieurs accidents de personne et heurts d'animaux sur lignes à grande vitesse et en région Languedoc-Roussillon ont perturbé la régularité de cette relation en octobre
PARIS LYON,MONTPELLIER,90.7,2013,8,
MACON LOCHE,PARIS LYON,85.5,2013,8,
ANNECY,PARIS LYON,91.3,2013,8,
PARIS LYON,NIMES,89.8,2013,8,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,92.0,2013,6,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,90.5,2013,6,
BESANCON FRANCHE COMTE TGV,PARIS LYON,92.1,2013,6,
PARIS LYON,CHAMBERY CHALLES LES EAUX,86.5,2013,7,
PARIS LYON,VALENCE ALIXAN TGV,91.3,2013,6,
PARIS LYON,AIX EN PROVENCE TGV,82.2,2013,7,
PARIS MONTPARNASSE,TOURS,89.1,2013,6,
PARIS LYON,AVIGNON TGV,90.8,2013,6,
DUNKERQUE,PARIS NORD,90.1,2013,7,
PARIS NORD,ARRAS,92.6,2013,6,
POITIERS,PARIS MONTPARNASSE,88.7,2013,11,"Retards en raison de nombreux événements particulièrement perturbants, notamment : incident caténaire à Cérons (33) le 12, heurt de plusieurs sangliers sur ligne à grande vitesse le 19, accident de personne à St Cyr (37) le 23, accident de personne à St Benoit (86) le 26, accident de personne à St Médard (33) le 27."
MONTPELLIER,LYON PART DIEU,68.2,2013,11,"Les intempéries ayant touché la région lyonnaise les 20, 21 et 22 novembre ont provoqué des retards importants sur l'Axe TGV Sud Est."
MACON LOCHE,PARIS LYON,83.9,2013,11,"Les intempéries ayant touché la région lyonnaise les 20, 21 et 22 novembre ont provoqué des retards importants sur l'Axe TGV Sud Est."
PARIS LYON,PERPIGNAN,81.3,2013,11,"Les intempéries ayant touché la région lyonnaise les 20, 21 et 22 novembre ont provoqué des retards importants sur l'Axe TGV Sud Est."
PARIS MONTPARNASSE,ANGERS SAINT LAUD,88.8,2013,11,
LILLE,LYON PART DIEU,83.7,2013,11,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,82.4,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : présence de ballast sur les rails, arbre tombé aux abords de la voie avec endommagement du pantographe d'un train (bras mécanique permettant l'alimentation électrique du train), incident caténaire à l'arrivée sur Paris, accident de personne, heurts d'animaux, problème d'alimentation de la caténaire."
PARIS MONTPARNASSE,POITIERS,84.3,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : présence de ballast sur les rails, arbre tombé aux abords de la voie avec endommagement du pantographe d'un train (bras mécanique permettant l'alimentation électrique du train), incident caténaire à l'arrivée sur Paris, accident de personne, heurts d'animaux, problème d'alimentation de la caténaire."
PARIS MONTPARNASSE,VANNES,82.0,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : heurt d’un chevreuil, incident caténaire, détournement suite à la collision avec un camion, accident de personne, défaut d’alimentation caténaire."
PARIS LYON,BESANCON FRANCHE COMTE TGV,93.1,2013,10,
BELLEGARDE (AIN),PARIS LYON,90.4,2013,10,
PARIS LYON,BELLEGARDE (AIN),89.7,2013,10,
PARIS NORD,DUNKERQUE,90.1,2013,11,
PARIS EST,STRASBOURG,91.1,2013,10,
DOUAI,PARIS NORD,88.8,2013,11,
REIMS,PARIS EST,89.2,2013,10,
AIX EN PROVENCE TGV,PARIS LYON,85.6,2013,6,Une partie des trains assurant cette desserte ont pour origine Nice. Ces trains ont donc déjà parcouru l'axe Nice-Marseille où plusieurs limitations de vitesse sur des zones de modernisation de l'infrastructure fragilisent la circulation.
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,87.1,2013,6,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,96.7,2013,6,
VANNES,PARIS MONTPARNASSE,94.3,2013,5,
PARIS MONTPARNASSE,BREST,95.5,2013,6,
AVIGNON TGV,PARIS LYON,82.0,2013,5,
PARIS LYON,GRENOBLE,91.3,2013,6,
LILLE,LYON PART DIEU,91.5,2013,6,
DUNKERQUE,PARIS NORD,96.3,2013,6,
PARIS NORD,DOUAI,90.9,2013,6,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,88.5,2013,10,"Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : le 1er octobre, dérangement de sémaphore à Champagné (72), le 6 juillet, a6/10 : Accident de personne à Mauves s/Loire (44)."
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,89.5,2013,10,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,90.1,2013,10,
PARIS LYON,VALENCE ALIXAN TGV,86.6,2013,9,
VALENCE ALIXAN TGV,PARIS LYON,89.4,2013,9,
AIX EN PROVENCE TGV,PARIS LYON,85.4,2013,10,
ST MALO,PARIS MONTPARNASSE,90.8,2013,9,
PARIS LYON,BELLEGARDE (AIN),91.7,2013,9,
BELLEGARDE (AIN),PARIS LYON,91.9,2013,9,
AVIGNON TGV,PARIS LYON,89.3,2013,9,
PARIS LYON,NICE VILLE,82.1,2013,10,Travaux de rénovation de l'infrastructure sur la ligne à grande Vitesse et sur le tronçon Marseille-Nice.
LYON PART DIEU,MONTPELLIER,77.1,2013,10,Six accidents de personne ont perturbé cette liaison en octobre.
PERPIGNAN,PARIS LYON,87.6,2013,10,Six accidents de personne ont perturbé cette liaison en octobre.
PARIS MONTPARNASSE,ANGERS SAINT LAUD,89.5,2013,10,
POITIERS,PARIS MONTPARNASSE,84.6,2013,10,
PARIS MONTPARNASSE,LE MANS,84.9,2013,10,
PARIS LYON,MULHOUSE VILLE,95.6,2013,10,
MARSEILLE ST CHARLES,LILLE,85.7,2013,10,
LILLE,LYON PART DIEU,88.0,2013,10,
PARIS NORD,LILLE,93.7,2013,10,
AVIGNON TGV,PARIS LYON,75.1,2013,7,"Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV."
TOULON,PARIS LYON,77.1,2013,7,"Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV."
